DocumentName,ColorNumber,RGB1,RGB2,Number_of_caracter,Area,Area_of_letter,Proportion_of_area_letter,Target
7750-224.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1041,24171498,1665487,0.07,0
Risques et pollution Programme immo  Clichy-22.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2635,24171498,4121257,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-134.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3654,24175632,4590498,0.19,0
JWSTScienceFunPad-1.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2013,11687500,2134734,0.18,0
data_detection_images_1-0.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2478,23375000,2192859,0.09,0
plan-actions-climat-energie-bd-74.jpeg,4,"(230, 230, 250)","(250, 240, 230)",1494,24171498,2381546,0.1,0
HADOPI_RA_2014-2015-115.jpeg,12,"(230, 230, 250)","(255, 250, 250)",2286,21972210,2961815,0.13,0
vol1_gicc-31.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3846,24163936,6171787,0.26,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-15.jpeg,46,"(123, 104, 238)","(230, 230, 250)",4276,24171498,11754345,0.49,0
data_detection_images_1-42.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2716,23375000,2359672,0.1,0
plan-actions-climat-energie-bd-72.jpeg,29,"(230, 230, 250)","(255, 250, 250)",3534,24171498,5751318,0.24,0
vol1_gicc-51.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3398,24163936,0,0.0,0
guide_plan_climat_energie_albi_1-36.jpeg,13,"(255, 250, 250)","(230, 230, 250)",1939,24177345,2321384,0.1,0
Diagnostics programme immo L'Etang la ville-26.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7332,24171498,6839948,0.28,0
ONERC_Rapport_2010_villes_et_adaptation-109.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3966,24175632,5222091,0.22,0
TSP_SRT_Tome3_WEB-57.jpeg,11,"(250, 240, 230)","(255, 250, 250)",2506,21972210,2886547,0.13,0
7750-32.jpeg,11,"(255, 250, 250)","(250, 240, 230)",4678,24171498,4936799,0.2,0
ONERC_Rapport_2010_villes_et_adaptation-78.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4584,24175632,5600851,0.23,0
data_detection_images_1-39.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4213,23375000,7055389,0.3,0
HADOPI_RA_2014-2015-42.jpeg,21,"(255, 250, 250)","(230, 230, 250)",3171,21972210,3647026,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-6.jpeg,4,"(230, 230, 250)","(255, 250, 250)",3945,24175632,4974668,0.21,0
plan-actions-climat-energie-bd-125.jpeg,1,"(230, 230, 250)",,1056,24171498,2085129,0.09,0
Risques et pollution programme immo Gardenia (1)-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2444,24171498,2938670,0.12,0
Diagnostics programme immo L'Etang la ville-40.jpeg,3,"(255, 250, 250)","(230, 230, 250)",6284,24171498,5334761,0.22,0
7750-186.jpeg,23,"(240, 255, 240)","(245, 255, 250)",2826,24163936,16906918,0.7,0
HADOPI_RA_2014-2015-61.jpeg,16,"(255, 250, 250)","(230, 230, 250)",2297,21972210,2647209,0.12,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-15.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3269,21972210,4305029,0.2,0
7750-67.jpeg,11,"(255, 250, 250)","(250, 240, 230)",4085,24171498,4311151,0.18,0
7750-48.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1645,24171498,1788156,0.07,0
TSP_SRT_Tome3_WEB-36.jpeg,36,"(255, 250, 250)","(250, 240, 230)",3221,21972210,6586291,0.3,0
HADOPI_RA_2014-2015-21.jpeg,17,"(255, 250, 250)","(230, 230, 250)",2020,21972210,4864190,0.22,0
plan-actions-climat-energie-bd-3.jpeg,21,"(0, 206, 209)","(32, 178, 170)",2038,24171498,10138679,0.42,0
Apple_SR_2020_Progress_Report_FR-71.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2151,23375000,3175004,0.14,0
plan-actions-climat-energie-bd-130.jpeg,25,"(230, 230, 250)","(248, 248, 255)",3508,24171498,4456164,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-80.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3757,24175632,4964855,0.21,0
vol1_gicc-27.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3588,24163936,9389432,0.39,0
ONERC_Rapport_2010_villes_et_adaptation-132.jpeg,4,"(248, 248, 255)","(255, 250, 250)",1413,24175632,2455848,0.1,0
Risques et pollution programme immo Argenteuil-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1045,24171498,2502981,0.1,0
plan-actions-climat-energie-bd-106.jpeg,1,"(230, 230, 250)",,1439,24171498,2081743,0.09,0
adaptation-changement-climatique-fiches-collectivites-4.jpeg,30,"(250, 240, 230)","(135, 206, 235)",2514,24175632,6019515,0.25,0
Diagnostics programme immo L'Etang la ville-17.jpeg,4,"(255, 250, 250)","(230, 230, 250)",577,24171498,503171,0.02,0
7750-160.jpeg,5,"(255, 250, 250)","(250, 240, 230)",2849,24171498,3166886,0.13,0
plan-actions-climat-energie-bd-119.jpeg,23,"(250, 240, 230)","(230, 230, 250)",1908,24171498,4370148,0.18,0
7750-14.jpeg,30,"(255, 250, 250)","(245, 255, 250)",2278,24171498,3615748,0.15,0
adapter_son_territoire_au_changement_climatique_Guide-51.jpeg,13,"(245, 255, 250)","(240, 255, 240)",2826,17790880,4476977,0.25,0
Apple_SR_2020_Progress_Report_FR-44.jpeg,3,"(230, 230, 250)","(240, 248, 255)",2043,23375000,3172914,0.14,0
7750-13.jpeg,11,"(255, 250, 250)","(250, 235, 215)",3402,24171498,3518122,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-138.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3564,24175632,9253161,0.38,0
HADOPI_RA_2014-2015-65.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4166,21972210,3692796,0.17,0
Apple_SR_2020_Progress_Report_FR-61.jpeg,7,"(255, 250, 250)","(230, 230, 250)",1168,23375000,1542024,0.07,0
TSP_SRT_Tome3_WEB-26.jpeg,30,"(255, 250, 250)","(245, 255, 250)",930,21972210,1915473,0.09,0
TSP_SRT_Tome3_WEB-53.jpeg,20,"(255, 250, 250)","(230, 230, 250)",2251,21972210,3347862,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-10.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4836,24175632,5845024,0.24,0
7750-112.jpeg,37,"(255, 250, 250)","(230, 230, 250)",3155,24171498,3749944,0.16,0
data_detection_images_1-1.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2657,23375000,3956783,0.17,0
plan-actions-climat-energie-bd-86.jpeg,5,"(230, 230, 250)","(250, 240, 230)",1445,24171498,2628424,0.11,0
TSP_SRT_Tome3_WEB-47.jpeg,24,"(255, 250, 250)","(250, 240, 230)",2652,21972210,3772455,0.17,0
adaptation-changement-climatique-fiches-collectivites-17.jpeg,31,"(135, 206, 235)","(175, 238, 238)",2702,24175632,7813691,0.32,0
HADOPI_RA_2014-2015-19.jpeg,26,"(230, 230, 250)","(255, 250, 250)",1868,21972210,4852335,0.22,0
vol1_gicc-13.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4274,24163936,6592197,0.27,0
guide_plan_climat_energie_albi_1-42.jpeg,27,"(230, 230, 250)","(255, 250, 250)",1994,24177345,2914033,0.12,0
ONERC_Rapport_2010_villes_et_adaptation-92.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4079,24175632,5213891,0.22,0
ONERC_Rapport_2010_villes_et_adaptation-12.jpeg,3,"(255, 250, 250)","(248, 248, 255)",373,24175632,458762,0.02,0
7750-68.jpeg,4,"(230, 230, 250)","(255, 250, 250)",4185,24171498,4424976,0.18,0
Apple_SR_2020_Progress_Report_FR-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2320,23375000,3208780,0.14,0
immobilier Upside L'atelier -2.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1890,24171498,600900,0.02,0
vol1_gicc-44.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3788,24163936,6268444,0.26,0
plan-actions-climat-energie-bd-134.jpeg,6,"(230, 230, 250)","(250, 240, 230)",1564,24171498,2704222,0.11,0
vol1_gicc-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4461,24163936,6262197,0.26,0
7750-90.jpeg,8,"(255, 250, 250)","(250, 240, 230)",3584,24171498,4158911,0.17,0
Apple_SR_2020_Progress_Report_FR-67.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1736,23375000,1773567,0.08,0
7750-197.jpeg,25,"(255, 250, 250)","(248, 248, 255)",1922,24163936,23048569,0.95,0
ONERC_Rapport_2010_villes_et_adaptation-104.jpeg,3,"(255, 250, 250)","(255, 250, 250)",3839,24175632,4843926,0.2,0
7750-39.jpeg,10,"(255, 250, 250)","(230, 230, 250)",4215,24171498,4629162,0.19,0
plan-actions-climat-energie-bd-19.jpeg,12,"(230, 230, 250)","(250, 240, 230)",1312,24171498,1753071,0.07,0
Apple_SR_2020_Progress_Report_FR-25.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2184,23375000,3046054,0.13,0
TSP_SRT_Tome3_WEB-15.jpeg,27,"(250, 240, 230)","(255, 250, 250)",2263,21972210,7152896,0.33,0
Risques et pollution programme immo Gardenia-2.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4987,24171498,3660776,0.15,0
TSP_SRT_Tome3_WEB-10.jpeg,27,"(255, 250, 250)","(245, 255, 250)",775,21972210,1738642,0.08,0
HADOPI_RA_2014-2015-152.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4395,21972210,4044996,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-135.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4365,24175632,5481298,0.23,0
HADOPI_RA_2014-2015-39.jpeg,6,"(230, 230, 250)","(255, 250, 250)",3251,21972210,3048235,0.14,0
vol1_gicc-43.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3985,24163936,6181987,0.26,0
plan-actions-climat-energie-bd-84.jpeg,20,"(230, 230, 250)","(255, 250, 250)",3342,24171498,4118446,0.17,0
7750-96.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4960,24171498,4852439,0.2,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-23.jpeg,27,"(47, 79, 79)","(230, 230, 250)",2267,21972210,10580244,0.48,0
guide_plan_climat_energie_albi_1-69.jpeg,17,"(255, 250, 250)","(230, 230, 250)",2185,24177345,14505446,0.6,0
7750-3.jpeg,9,"(255, 250, 250)","(250, 240, 230)",1376,24171498,1931158,0.08,0
Apple_SR_2020_Progress_Report_FR-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2349,23375000,3369961,0.14,0
TSP_SRT_Tome3_WEB-68.jpeg,12,"(255, 250, 250)","(250, 240, 230)",3725,21972210,4600959,0.21,0
7750-193.jpeg,24,"(255, 250, 250)","(230, 230, 250)",3304,24163936,25599697,1.06,0
adapter_son_territoire_au_changement_climatique_Guide-31.jpeg,24,"(245, 255, 250)","(250, 240, 230)",2813,17790880,7043678,0.4,0
Diagnostics programme immo L'Etang la ville-15.jpeg,4,"(255, 250, 250)","(230, 230, 250)",308,24171498,445675,0.02,0
WebbMediaKit-5.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1412,23375000,2287985,0.1,0
plan-actions-climat-energie-bd-70.jpeg,1,"(230, 230, 250)",,1373,24171498,2196517,0.09,0
guide_plan_climat_energie_albi_1-72.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1509,24177345,2310835,0.1,0
HADOPI_RA_2014-2015-103.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4231,21972210,3945364,0.18,0
plan-actions-climat-energie-bd-60.jpeg,17,"(255, 250, 250)","(230, 230, 250)",1773,24171498,6102088,0.25,0
adaptation-changement-climatique-fiches-collectivites-2.jpeg,22,"(95, 158, 160)","(135, 206, 235)",551,24175632,15141621,0.63,0
immobilier Upside L'atelier -10.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2672,24171498,2455133,0.1,0
TSP_SRT_Tome3_WEB-11.jpeg,22,"(255, 250, 250)","(245, 222, 179)",2282,21972210,2396027,0.11,0
plan-actions-climat-energie-bd-59.jpeg,14,"(230, 230, 250)","(255, 250, 250)",4448,24171498,4061021,0.17,0
adapter_son_territoire_au_changement_climatique_Guide-30.jpeg,27,"(245, 255, 250)","(240, 255, 240)",3052,17790880,6048347,0.34,0
Diagnostics programme immo L'Etang la ville-10.jpeg,5,"(255, 250, 250)","(230, 230, 250)",640,24171498,719682,0.03,0
Apple_SR_2020_Progress_Report_FR-21.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2504,23375000,3655868,0.16,0
Diagnostics programme immo L'Etang la ville-28.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7203,24171498,6903546,0.29,0
plan-actions-climat-energie-bd-100.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4496,24171498,4046814,0.17,0
vol1_gicc-11.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4169,24163936,6715440,0.28,0
TSP_SRT_Tome3_WEB-46.jpeg,17,"(255, 250, 250)","(250, 240, 230)",3383,21972210,2910153,0.13,0
guide_plan_climat_energie_albi_1-40.jpeg,15,"(245, 255, 250)","(255, 250, 250)",1308,24177345,17090246,0.71,0
TSP_SRT_Tome3_WEB-32.jpeg,27,"(255, 250, 250)","(250, 240, 230)",3370,21972210,4141248,0.19,0
Risques et pollution programme immo Argenteuil-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4367,24171498,2583546,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-37.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4610,24175632,5937793,0.25,0
Apple_SR_2020_Progress_Report_FR-10.jpeg,7,"(245, 245, 220)","(250, 235, 215)",309,23375000,1373125,0.06,0
7750-138.jpeg,8,"(255, 250, 250)","(250, 240, 230)",2747,24171498,3077890,0.13,0
Apple_SR_2020_Progress_Report_FR-2.jpeg,2,"(230, 230, 250)","(240, 248, 255)",2959,23375000,3667431,0.16,0
HADOPI_RA_2014-2015-29.jpeg,17,"(255, 250, 250)","(255, 250, 250)",2110,21972210,5962876,0.27,0
ONERC_Rapport_2010_villes_et_adaptation-129.jpeg,4,"(255, 250, 250)","(230, 230, 250)",3997,24175632,11735107,0.49,0
Apple_SR_2020_Progress_Report_FR-100.jpeg,6,"(255, 250, 250)","(248, 248, 255)",1792,23375000,2650272,0.11,0
HADOPI_RA_2014-2015-157.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4323,21972210,3947112,0.18,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-4.jpeg,13,"(230, 230, 250)","(255, 250, 250)",2722,21972210,8039695,0.37,0
guide_plan_climat_energie_albi_1-77.jpeg,20,"(102, 205, 170)","(95, 158, 160)",820,24177345,5886760,0.24,0
ONERC_Rapport_2010_villes_et_adaptation-137.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4085,24175632,12397251,0.51,0
ONERC_Rapport_2010_villes_et_adaptation-128.jpeg,5,"(230, 230, 250)","(255, 250, 250)",3922,24175632,7019782,0.29,0
Diagnostics programme immo L'Etang la ville-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",8043,24171498,7787834,0.32,0
WebbMediaKit-18.jpeg,7,"(230, 230, 250)","(255, 250, 250)",2671,23375000,6208269,0.27,0
HADOPI_RA_2014-2015-35.jpeg,11,"(255, 250, 250)","(230, 230, 250)",3185,21972210,2798857,0.13,0
Apple_SR_2020_Progress_Report_FR-6.jpeg,4,"(245, 245, 220)","(250, 235, 215)",512,23375000,859639,0.04,0
Risques et pollution Programme immo  Clichy-31.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2723,24171498,4309703,0.18,0
HADOPI_RA_2014-2015-89.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4109,21972210,3832419,0.17,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-21.jpeg,14,"(255, 250, 250)","(230, 230, 250)",2507,21972210,9093890,0.41,0
7750-33.jpeg,11,"(255, 250, 250)","(250, 235, 215)",1158,24171498,1235429,0.05,0
ONERC_Rapport_2010_villes_et_adaptation-18.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2892,24175632,4986209,0.21,0
Risques et pollution programme immo Gardenia (1)-6.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3128,24171498,2096489,0.09,0
7750-100.jpeg,15,"(250, 240, 230)","(255, 250, 250)",2508,24171498,2624165,0.11,0
WebbMediaKit-27.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2458,23375000,3367797,0.14,0
Apple_SR_2020_Progress_Report_FR-35.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2346,23375000,3352205,0.14,0
data_detection_images_1-44.jpeg,3,"(255, 250, 250)","(230, 230, 250)",336,23375000,486214,0.02,0
HADOPI_RA_2014-2015-142.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3220,21972210,2980978,0.14,0
adapter_son_territoire_au_changement_climatique_Guide-38.jpeg,5,"(245, 255, 250)","(240, 255, 240)",3017,17790880,2920968,0.16,0
plan-actions-climat-energie-bd-65.jpeg,3,"(230, 230, 250)","(250, 240, 230)",1758,24171498,2436053,0.1,0
plan-actions-climat-energie-bd-85.jpeg,9,"(230, 230, 250)","(255, 250, 250)",4062,24171498,4397266,0.18,0
TSP_SRT_Tome3_WEB-16.jpeg,37,"(255, 250, 250)","(230, 230, 250)",3312,21972210,4725985,0.22,0
ONERC_Rapport_2010_villes_et_adaptation-106.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3458,24175632,4359999,0.18,0
7750-178.jpeg,23,"(230, 230, 250)","(255, 250, 250)",4434,24163936,22511494,0.93,0
guide_plan_climat_energie_albi_1-64.jpeg,18,"(255, 250, 250)","(230, 230, 250)",1817,24177345,10624239,0.44,0
7750-27.jpeg,7,"(255, 250, 250)","(230, 230, 250)",4382,24171498,4642903,0.19,0
plan-actions-climat-energie-bd-51.jpeg,9,"(230, 230, 250)","(250, 240, 230)",1444,24171498,1880457,0.08,0
7750-89.jpeg,8,"(255, 250, 250)","(230, 230, 250)",3231,24171498,3473250,0.14,0
Apple_SR_2020_Progress_Report_FR-40.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1951,23375000,3224037,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-136.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3829,24175632,4908190,0.2,0
vol1_gicc-15.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3190,24163936,13276556,0.55,0
Risques et pollution programme immo Gardenia-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2485,24171498,3281896,0.14,0
7750-142.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1687,24171498,2698050,0.11,0
Risques et pollution Programme immo  Clichy-0.jpeg,8,"(230, 230, 250)","(216, 191, 216)",3113,24171498,3483666,0.14,0
Risques et pollution Programme immo  Clichy-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",706,24171498,1357906,0.06,0
7750-155.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3200,24171498,4976269,0.21,0
7750-149.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1690,24171498,1677898,0.07,0
data_detection_images_1-21.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4013,23375000,2504195,0.11,0
guide_plan_climat_energie_albi_1-67.jpeg,16,"(230, 230, 250)","(255, 250, 250)",1689,24177345,9506935,0.39,0
vol1_gicc-16.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2590,24163936,7279073,0.3,0
guide_plan_climat_energie_albi_1-37.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1279,24177345,2986629,0.12,0
Risques et pollution programme immo Gardenia (1)-1.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1819,24171498,873121,0.04,0
Apple_SR_2020_Progress_Report_FR-101.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1965,23375000,2877391,0.12,0
7750-151.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3151,24171498,3106209,0.13,0
adapter_son_territoire_au_changement_climatique_Guide-34.jpeg,18,"(245, 255, 250)","(240, 255, 240)",2987,17790880,3547348,0.2,0
plan-actions-climat-energie-bd-141.jpeg,19,"(245, 255, 250)","(176, 224, 230)",4794,24171498,3725396,0.15,0
7750-185.jpeg,20,"(255, 250, 250)","(245, 255, 250)",2018,24163936,21100997,0.87,0
data_detection_images_1-41.jpeg,3,"(255, 250, 250)","(230, 230, 250)",5084,23375000,8849028,0.38,0
7750-119.jpeg,8,"(255, 250, 250)","(250, 240, 230)",1785,24171498,2033699,0.08,0
Diagnostics programme immo L'Etang la ville-6.jpeg,4,"(255, 250, 250)","(230, 230, 250)",692,24171498,816801,0.03,0
2-2.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1141,23375000,2391567,0.1,0
Risques et pollution programme immo Argenteuil-2.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2085,24171498,5401471,0.22,0
guide_plan_climat_energie_albi_1-66.jpeg,17,"(255, 250, 250)","(230, 230, 250)",2426,24177345,15224858,0.63,0
guide_plan_climat_energie_albi_1-60.jpeg,16,"(255, 250, 250)","(230, 230, 250)",2067,24177345,9316408,0.39,0
data_detection_images_1-26.jpeg,4,"(248, 248, 255)","(255, 250, 250)",404,23375000,891773,0.04,0
plan-actions-climat-energie-bd-7.jpeg,38,"(230, 230, 250)","(255, 250, 250)",3625,24171498,4200084,0.17,0
7750-55.jpeg,10,"(255, 250, 250)","(250, 240, 230)",2647,24171498,5488809,0.23,0
TSP_SRT_Tome3_WEB-20.jpeg,38,"(255, 250, 250)","(250, 240, 230)",2750,21972210,4777757,0.22,0
guide_plan_climat_energie_albi_1-31.jpeg,41,"(255, 250, 250)","(230, 230, 250)",1316,24177345,1769936,0.07,0
adaptation-changement-climatique-fiches-collectivites-14.jpeg,31,"(135, 206, 235)","(175, 238, 238)",3010,24175632,12108590,0.5,0
HADOPI_RA_2014-2015-82.jpeg,19,"(255, 250, 250)","(230, 230, 250)",2936,21972210,2744779,0.12,0
7750-109.jpeg,7,"(255, 250, 250)","(230, 230, 250)",1907,24171498,2139915,0.09,0
7750-103.jpeg,12,"(255, 250, 250)","(250, 240, 230)",4018,24171498,4403427,0.18,0
plan-actions-climat-energie-bd-25.jpeg,1,"(230, 230, 250)",,1324,24171498,2118286,0.09,0
HADOPI_RA_2014-2015-48.jpeg,22,"(255, 250, 250)","(230, 230, 250)",3241,21972210,3647993,0.17,0
data_detection_images_1-25.jpeg,6,"(255, 250, 250)","(248, 248, 255)",1151,23375000,4058654,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-70.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4277,24175632,5414793,0.22,0
HADOPI_RA_2014-2015-124.jpeg,12,"(255, 250, 250)","(230, 230, 250)",1630,21972210,1671954,0.08,0
ONERC_Rapport_2010_villes_et_adaptation-111.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3638,24175632,4837137,0.2,0
WebbMediaKit-20.jpeg,31,"(255, 250, 250)","(230, 230, 250)",1793,23375000,8804037,0.38,0
etat_des_lieux_des_connaissances__cle069e48-10.jpeg,21,"(248, 248, 255)","(230, 230, 250)",494,24163936,4608044,0.19,0
vol1_gicc-4.jpeg,4,"(255, 250, 250)","(230, 230, 250)",3591,24163936,5810462,0.24,0
7750-188.jpeg,24,"(255, 250, 250)","(230, 230, 250)",4073,24163936,12592843,0.52,0
7750-43.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4421,24171498,4664228,0.19,0
Apple_SR_2020_Progress_Report_FR-80.jpeg,3,"(255, 250, 250)","(248, 248, 255)",532,23375000,658932,0.03,0
7750-80.jpeg,10,"(255, 250, 250)","(250, 240, 230)",3393,24171498,5908450,0.24,0
ONERC_Rapport_2010_villes_et_adaptation-2.jpeg,14,"(248, 248, 255)","(230, 230, 250)",158,24175632,1902951,0.08,0
Apple_SR_2020_Progress_Report_FR-5.jpeg,2,"(230, 230, 250)","(248, 248, 255)",4358,23375000,3801081,0.16,0
2-0.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3031,23375000,6037420,0.26,0
ONERC_Rapport_2010_villes_et_adaptation-83.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4517,24175632,5657131,0.23,0
ONERC_Rapport_2010_villes_et_adaptation-34.jpeg,23,"(255, 250, 250)","(230, 230, 250)",2735,24175632,9046401,0.37,0
7750-4.jpeg,10,"(255, 250, 250)","(255, 250, 240)",421,24171498,653974,0.03,0
Diagnostics programme immo L'Etang la ville-2.jpeg,4,"(255, 250, 250)","(230, 230, 250)",1981,24171498,1762070,0.07,0
etat_des_lieux_des_connaissances__cle069e48-12.jpeg,31,"(230, 230, 250)","(248, 248, 255)",1543,24163936,6992558,0.29,0
ONERC_Rapport_2010_villes_et_adaptation-25.jpeg,42,"(255, 250, 250)","(230, 230, 250)",2960,24175632,15272247,0.63,0
7750-140.jpeg,19,"(255, 250, 250)","(245, 222, 179)",69,24171498,7017556,0.29,0
Risques et pollution Programme immo  Clichy-25.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2962,24171498,4638879,0.19,0
7750-58.jpeg,12,"(255, 250, 250)","(250, 240, 230)",4896,24171498,5134327,0.21,0
guide_plan_climat_energie_albi_1-48.jpeg,18,"(255, 250, 250)","(230, 230, 250)",1738,24177345,11381630,0.47,0
Apple_SR_2020_Progress_Report_FR-39.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2409,23375000,2982140,0.13,0
7750-118.jpeg,6,"(255, 250, 250)","(230, 230, 250)",4139,24171498,4535896,0.19,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-10.jpeg,30,"(85, 107, 47)","(255, 250, 250)",2796,21972210,10220206,0.47,0
guide_plan_climat_energie_albi_1-74.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3646,24177345,3189053,0.13,0
plan-actions-climat-energie-bd-133.jpeg,8,"(255, 250, 250)","(248, 248, 255)",587,24171498,1568243,0.06,0
adapter_son_territoire_au_changement_climatique_Guide-32.jpeg,14,"(230, 230, 250)","(255, 250, 250)",2910,17790880,3400352,0.19,0
WebbMediaKit-47.jpeg,22,"(245, 255, 250)","(255, 250, 250)",2449,23375000,4864311,0.21,0
adaptation-changement-climatique-fiches-collectivites-30.jpeg,31,"(135, 206, 235)","(100, 149, 237)",2209,24175632,14505424,0.6,0
ONERC_Rapport_2010_villes_et_adaptation-13.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3843,24175632,4856489,0.2,0
data_detection_images_1-12.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3480,23375000,4395091,0.19,0
Diagnostics programme immo L'Etang la ville-0.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2474,24171498,3382886,0.14,0
vol1_gicc-32.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4113,24163936,6725978,0.28,0
HADOPI_RA_2014-2015-20.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4108,21972210,3680331,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-19.jpeg,15,"(255, 250, 250)","(230, 230, 250)",4284,24175632,6436627,0.27,0
adapter_son_territoire_au_changement_climatique_Guide-22.jpeg,7,"(230, 230, 250)","(245, 255, 250)",2115,17790880,4862496,0.27,0
Risques et pollution programme immo Argenteuil-0.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2995,24171498,4783301,0.2,0
